"";"Nome";"Nome_mae";"DT_NASC";"Banco_nome";"Teste_X";"Teste_Y"
"936";"Vanessa Venegas Gandara";"Lucero";2000-01-09;"Banco_1";"X";"Y"
"937";"Xochitlmaria Leyva";"Jessica";2000-01-30;"Banco_1";"X";"Y"
"938";"Jaime Rocha";"Stephanie";2000-01-02;"Banco_1";"X";"Y"
"939";"Leticia Barela";"Karen";2000-01-16;"Banco_1";"X";"Y"
"940";"Lourdes Casados";"Jazmine";2000-01-20;"Banco_1";"X";"Y"
"941";"Henry Aragon";"Meagan";2000-01-27;"Banco_1";"X";"Y"
"942";"Martin Loya";"Esmeralda";2000-01-17;"Banco_1";"X";"Y"
"943";"Michael Diaz";"Diana";2000-01-28;"Banco_1";"X";"Y"
"944";"Jacob Fernandez Rodriguez";"Sarah";2000-01-22;"Banco_1";"X";"Y"
"945";"Erica Ortiz";"Emma";2000-01-01;"Banco_1";"X";"Y"
"946";"Eric Bautista Gutierrez";"Adrialis";2000-01-09;"Banco_1";"X";"Y"
"947";"Marcos Rodriguez";"Alondra";2000-01-30;"Banco_1";"X";"Y"
"948";"Lela Alvarez";"Brianna";2000-01-02;"Banco_1";"X";"Y"
"949";"Domingo Chiprez";"Maylee";2000-01-16;"Banco_1";"X";"Y"
"950";"Jorge Gonzales";"Tania";2000-01-20;"Banco_1";"X";"Y"
"951";"Alicia Rodriguez Ruiz";"Anita";2000-01-27;"Banco_1";"X";"Y"
"952";"Brenda Sisneros";"Byankha";2000-01-17;"Banco_1";"X";"Y"
"953";"Cinthia Delara";"Alexandra";2000-01-28;"Banco_1";"X";"Y"
"954";"Ricardo Rivera";"Vanessa";2000-01-22;"Banco_1";"X";"Y"
"955";"Kennedy Carire";"Diana";2000-01-01;"Banco_1";"X";"Y"
"956";"Venito Cano Partida";"Nancy";2000-01-09;"Banco_1";"X";"Y"
"957";"Jasmine Rodriguez";"Stephanie";2000-01-30;"Banco_1";"X";"Y"
"958";"Maria Bernal";"Maria";2000-01-02;"Banco_1";"X";"Y"
"959";"William Maestas";"Mariah";2000-01-16;"Banco_1";"X";"Y"
"960";"Ana Baumhover";"Claudia";2000-01-20;"Banco_1";"X";"Y"
"961";"Alyssa Jurado";"Gardenia";2000-01-27;"Banco_1";"X";"Y"
"962";"Liesa Aragon";"Esmeralda";2000-01-17;"Banco_1";"X";"Y"
"963";"Alejandro Ruacho";"Monica";2000-01-28;"Banco_1";"X";"Y"
"964";"Leobardo Brown";"Moranda";2000-01-22;"Banco_1";"X";"Y"
"965";"Mary Jimenez";"Jasmine";2000-01-01;"Banco_1";"X";"Y"
"966";"Diego Garcia";"Ana";2000-01-09;"Banco_1";"X";"Y"
"967";"Marcos Chavez";"Itzel";2000-01-30;"Banco_1";"X";"Y"
"968";"Gabriel Gutierrez";"Sthefani";2000-01-02;"Banco_1";"X";"Y"
"969";"Samantha Peinado Maldonado";"Marisol";2000-01-16;"Banco_1";"X";"Y"
"970";"Nathan Alvidrez";"Karla";2000-01-20;"Banco_1";"X";"Y"
"971";"Samantha Tellez";"Bianca";2000-01-27;"Banco_1";"X";"Y"
"972";"Marcos Trujillo";"Ashlee";2000-01-17;"Banco_1";"X";"Y"
"973";"Jessica Hernandez";"Aurora";2000-01-28;"Banco_1";"X";"Y"
"974";"Daniella Gonzalez Jaramillo";"Arlen";2000-01-22;"Banco_1";"X";"Y"
"975";"Kaitlyn Jackson";"Guadalupe";2000-01-01;"Banco_1";"X";"Y"
"976";"Nadia Villegas";"Desiree";2000-01-09;"Banco_1";"X";"Y"
"977";"Xavier Elizalde Villa";"Daisy";2000-01-30;"Banco_1";"X";"Y"
"978";"Gabriel Zuniga";"Carmen";2000-01-02;"Banco_1";"X";"Y"
"979";"Zachariah Smith";"Mackenzie";2000-01-16;"Banco_1";"X";"Y"
"980";"Katia Seley";"Vicki";2000-01-20;"Banco_1";"X";"Y"
"981";"Seth Montelongo";"Mayra";2000-01-27;"Banco_1";"X";"Y"
"982";"Hermilo Martinez";"Nyasia";2000-01-17;"Banco_1";"X";"Y"
"983";"Ashley Hernandez";"Cecilia";2000-01-28;"Banco_1";"X";"Y"
"984";"Jaime Woody";"Mayra";2000-01-22;"Banco_1";"X";"Y"
"985";"Robert Mercado Espinosa";"Veronica";2000-01-01;"Banco_1";"X";"Y"
"986";"Israel Sisneros";"Jasmine";2000-01-09;"Banco_1";"X";"Y"
"987";"Bianca Vizcarra Aleman";"Samihah";2000-01-30;"Banco_1";"X";"Y"
"988";"Manuel Fong";"Michelle";2000-01-02;"Banco_1";"X";"Y"
"989";"Ivan Gonzalez";"Carina";2000-01-16;"Banco_1";"X";"Y"
"990";"Jose Lopez";"Myrissa";2000-01-20;"Banco_1";"X";"Y"
"991";"Ashelee Arias Duarte";"Samantha";2000-01-27;"Banco_1";"X";"Y"
"992";"Andrew Gomez Chairez";"Ana";2000-01-17;"Banco_1";"X";"Y"
"993";"Roman Costa";"Kodie";2000-01-28;"Banco_1";"X";"Y"
"994";"Joshua Torrez";"Edith";2000-01-22;"Banco_1";"X";"Y"
"995";"Odilia Rivas";"Karen";2000-01-01;"Banco_1";"X";"Y"
"996";"Orlando Hernandez Ibarra";"Zhaela";2000-01-09;"Banco_1";"X";"Y"
"997";"Luciano Caranza";"Madison";2000-01-30;"Banco_1";"X";"Y"
"998";"Vincente Wilson";"Stefani";2000-01-02;"Banco_1";"X";"Y"
"999";"Santos Pena Ordonez";"Edith";2000-01-16;"Banco_1";"X";"Y"
"1000";"Brandon Nava";"Brenda";2000-01-20;"Banco_1";"X";"Y"
"1001";"Mauricio Herrera";"Carly";2000-01-27;"Banco_1";"X";"Y"
"1002";"Leslieann Romero";"Gicell";2000-01-17;"Banco_1";"X";"Y"
"1003";"Jezeriah Zavala";"Nicole";2000-01-28;"Banco_1";"X";"Y"
"1004";"Sarah Trujillo";"Lupita";2000-01-22;"Banco_1";"X";"Y"
"1005";"Kyanah Lazos Trevino";"Destiny";2000-01-01;"Banco_1";"X";"Y"
"1006";"Daniel Jacquez Jr";"Alicia";2000-01-09;"Banco_1";"X";"Y"
"1007";"Armando Sierra";"Thais";2000-01-30;"Banco_1";"X";"Y"
"1008";"Pancho Sandate";"Jessica";2000-01-02;"Banco_1";"X";"Y"
"1009";"Timothy Arevalo";"Karla";2000-01-16;"Banco_1";"X";"Y"
"1010";"Harmony Martinez";"Elaine";2000-01-20;"Banco_1";"X";"Y"
"1011";"Jose Gilbert";"Danielle";2000-01-27;"Banco_1";"X";"Y"
"1012";"Joseph Gonzales";"Valeria";2000-01-17;"Banco_1";"X";"Y"
"1013";"Grant Lopez";"Airel";2000-01-28;"Banco_1";"X";"Y"
"1014";"Arlene Lira";"Carla";2000-01-22;"Banco_1";"X";"Y"
"1015";"Cruz Lopez";"Jenifer";2000-01-01;"Banco_1";"X";"Y"
"1016";"Israel Salazar";"Brittney";2000-01-09;"Banco_1";"X";"Y"
"1017";"Chris Eisel";"Tania";2000-01-30;"Banco_1";"X";"Y"
"1018";"Destiny Marzullo";"Daisy";2000-01-02;"Banco_1";"X";"Y"
"1019";"Carlos Trejo";"Xochitlmaria";2000-01-16;"Banco_1";"X";"Y"
"1020";"Jose Miranda";"Janeth";2000-01-20;"Banco_1";"X";"Y"
"1021";"Oscar Mascarenas";"Marisol";2000-01-27;"Banco_1";"X";"Y"
"1022";"David Pacheco";"Brenda";2000-01-17;"Banco_1";"X";"Y"
"1023";"Olivia Tafoya";"Cassandra";2000-01-28;"Banco_1";"X";"Y"
"1024";"Jesus Romero";"Moriah";2000-01-22;"Banco_1";"X";"Y"
"1025";"Zachariah Sanchez Valencia";"Cecilia";2000-01-01;"Banco_1";"X";"Y"
"1026";"Sandra Griego";"Destiny";2000-01-09;"Banco_1";"X";"Y"
"1027";"Luis Moreno";"Shelby";2000-01-30;"Banco_1";"X";"Y"
"1028";"Jose Carreon";"Miranda";2000-01-02;"Banco_1";"X";"Y"
"1029";"Joaquin Sanchez";"Lori";2000-01-16;"Banco_1";"X";"Y"
"1030";"Karim Banuelos Espinoza";"Iris";2000-01-20;"Banco_1";"X";"Y"
"1031";"Janayra Castaneda";"Kurstan";2000-01-27;"Banco_1";"X";"Y"
"1032";"Gina Ibarra";"Shay";2000-01-17;"Banco_1";"X";"Y"
"1033";"Jasmin Marquez";"Rina";2000-01-28;"Banco_1";"X";"Y"
"1034";"Roberto Madrid";"Kyra";2000-01-22;"Banco_1";"X";"Y"
"1035";"Edith Acosta";"Leslie";2000-01-01;"Banco_1";"X";"Y"
"1036";"Brandon Santos";"Marley";2000-01-09;"Banco_1";"X";"Y"
"1037";"Alia Garcia";"Desiree";2000-01-30;"Banco_1";"X";"Y"
"1038";"Karla Gutierrez";"Kendra";2000-01-02;"Banco_1";"X";"Y"
"1039";"Marcus Benitez";"Jasmine";2000-01-16;"Banco_1";"X";"Y"
"1040";"Andrew Nicodemus";"Selena";2000-01-20;"Banco_1";"X";"Y"
"1041";"Jasmin Mattorano";"Ojdana";2000-01-27;"Banco_1";"X";"Y"
"1042";"Elijah Navarro";"Mariela";2000-01-17;"Banco_1";"X";"Y"
"1043";"Denise Acevedo Soto";"Kenedi";2000-01-28;"Banco_1";"X";"Y"
"1044";"Roberto Nal";"Maria";2000-01-22;"Banco_1";"X";"Y"
"1045";"Isaac Romero";"Jasmine";2000-01-01;"Banco_1";"X";"Y"
"1046";"Daisy Gomez Rojas";"Diana";2000-01-09;"Banco_1";"X";"Y"
"1047";"Eduardo Garcia";"Rosa";2000-01-30;"Banco_1";"X";"Y"
"1048";"Sayra Barela";"Marissa";2000-01-02;"Banco_1";"X";"Y"
"1049";"Ernesto Lucero";"Kimberly";2000-01-16;"Banco_1";"X";"Y"
"1050";"Adolfo Barela";"Kylee";2000-01-20;"Banco_1";"X";"Y"
"1051";"Josephine Marie Perez Casillas";"Destany";2000-01-27;"Banco_1";"X";"Y"
"1052";"Andres Munoz Solano";"Angeles";2000-01-17;"Banco_1";"X";"Y"
"1053";"Monique Santillan";"Valerie";2000-01-28;"Banco_1";"X";"Y"
"1054";"Chanteal Shisler";"Sarai";2000-01-22;"Banco_1";"X";"Y"
"1055";"Ayeleth Garcia";"Marisa";2000-01-01;"Banco_1";"X";"Y"
"1056";"Catarino Acosta";"Marisol";2000-01-09;"Banco_1";"X";"Y"
"1057";"Diana Ortiz";"Leslie";2000-01-30;"Banco_1";"X";"Y"
"1058";"Nicholas Ortega";"Laura";2000-01-02;"Banco_1";"X";"Y"
"1059";"Gisela Dominguez Caraveo";"Christy";2000-01-16;"Banco_1";"X";"Y"
"1060";"Joshua Trujillo";"Natalie";2000-01-20;"Banco_1";"X";"Y"
"1061";"Jesus Heagle";"Ruby";2000-01-27;"Banco_1";"X";"Y"
"1062";"Angie Dawkins";"Cristal";2000-01-17;"Banco_1";"X";"Y"
"1063";"Mayra Bustos";"Nancy";2000-01-28;"Banco_1";"X";"Y"
"1064";"Luis Delgadillo";"Brittney";2000-01-22;"Banco_1";"X";"Y"
"1065";"Irving Vega";"Maria";2000-01-01;"Banco_1";"X";"Y"
"1066";"Heather Olivas";"Viviana";2000-01-09;"Banco_1";"X";"Y"
"1067";"Melissa Laboy";"Flor";2000-01-30;"Banco_1";"X";"Y"
"1068";"Orquidia Fernandez";"Celeste";2000-01-02;"Banco_1";"X";"Y"
"1069";"Anthony Suarez Santiago";"Samantha";2000-01-16;"Banco_1";"X";"Y"
"1070";"Jocelyn Sandoval";"Sarah";2000-01-20;"Banco_1";"X";"Y"
"1071";"Derek Maestas";"Desiree";2000-01-27;"Banco_1";"X";"Y"
"1072";"Gehovanie Maes";"Victoria";2000-01-17;"Banco_1";"X";"Y"
"1073";"Jose De Jesus Robledo";"Susana";2000-01-28;"Banco_1";"X";"Y"
"1074";"Adara Martinez";"Giselle";2000-01-22;"Banco_1";"X";"Y"
"1075";"Wendy Villarreal Castro";"Joanna";2000-01-01;"Banco_1";"X";"Y"
"1076";"Marible Garibay";"Adriana";2000-01-09;"Banco_1";"X";"Y"
"1077";"Avidai Ruiz";"Shyanne";2000-01-30;"Banco_1";"X";"Y"
"1078";"Bianca Tucker";"Andrea";2000-01-02;"Banco_1";"X";"Y"
"1079";"Cesar Perez Valenzuela";"Marissa";2000-01-16;"Banco_1";"X";"Y"
"1080";"Saul Halbedl";"Mia";2000-01-20;"Banco_1";"X";"Y"
"1081";"Efrain Montoya";"Fatima";2000-01-27;"Banco_1";"X";"Y"
"1082";"Crysta Almonte";"Daniela";2000-01-17;"Banco_1";"X";"Y"
"1083";"Danielle Celis";"Morgan";2000-01-28;"Banco_1";"X";"Y"
"1084";"Dominic Colon";"Kassandra";2000-01-22;"Banco_1";"X";"Y"
"1085";"Jessica Dominguez";"Brynja";2000-01-01;"Banco_1";"X";"Y"
"1086";"Deon Ramirez";"Ines";2000-01-09;"Banco_1";"X";"Y"
"1087";"Jacqueline Caballero";"Dekota";2000-01-30;"Banco_1";"X";"Y"
"1088";"Marissa Newman";"Jennifer";2000-01-02;"Banco_1";"X";"Y"
"1089";"Jamie Olivas";"Julia";2000-01-16;"Banco_1";"X";"Y"
"1090";"Ivan Lopez";"Mariana";2000-01-20;"Banco_1";"X";"Y"
"1091";"Alejandra Colvin";"Alethe";2000-01-27;"Banco_1";"X";"Y"
"1092";"Lizbeth Vigil";"Eliciana";2000-01-17;"Banco_1";"X";"Y"
"1093";"Fantasia Garcia";"Candyse";2000-01-28;"Banco_1";"X";"Y"
"1094";"Cesar Perez";"Amber";2000-01-22;"Banco_1";"X";"Y"
"1095";"Mickey Flores Garcia";"Abigail";2000-01-01;"Banco_1";"X";"Y"
"1096";"Isaac Mendez";"Jacqueline";2000-01-09;"Banco_1";"X";"Y"
"1097";"Michelle Wilson Trujillo";"Erika";2000-01-30;"Banco_1";"X";"Y"
"1098";"Joshua Archuleta";"Jerae";2000-01-02;"Banco_1";"X";"Y"
"1099";"Ian Betancur";"Barbara";2000-01-16;"Banco_1";"X";"Y"
"1100";"Matthew Sandoval";"Ana";2000-01-20;"Banco_1";"X";"Y"
"1101";"Orlando Partida";"Selena";2000-01-27;"Banco_1";"X";"Y"
"1102";"Maria Reyes Delgado";"Miranda";2000-01-17;"Banco_1";"X";"Y"
"1103";"Brenda Gallegos";"Maria Angelica";2000-01-28;"Banco_1";"X";"Y"
"1104";"Max Alonso";"Johnika";2000-01-22;"Banco_1";"X";"Y"
"1105";"Daryl Vallejos";"Alia";2000-01-01;"Banco_1";"X";"Y"
"1106";"Oscar Torres";"Celene";2000-01-09;"Banco_1";"X";"Y"
"1107";"Lynzie Gonzales";"Yamiles";2000-01-30;"Banco_1";"X";"Y"
"1108";"Hector Rebolledo III";"Patricia";2000-01-02;"Banco_1";"X";"Y"
"1109";"Mariah Rodriguez";"Serenity";2000-01-16;"Banco_1";"X";"Y"
"1110";"Solomon Estrada Chanez";"Eve";2000-01-20;"Banco_1";"X";"Y"
"1111";"Donald Monarrez";"Brisa";2000-01-27;"Banco_1";"X";"Y"
"1112";"Sujey Anderson";"Mariah";2000-01-17;"Banco_1";"X";"Y"
"1113";"Kevin Romero";"Daja";2000-01-28;"Banco_1";"X";"Y"
"1114";"Paola Mota Rodriguez";"Stefany";2000-01-22;"Banco_1";"X";"Y"
"1115";"Sierra Pacheco Dominguez";"Alyssa";2000-01-01;"Banco_1";"X";"Y"
"1116";"Genesis Rodriguez";"Nichole";2000-01-09;"Banco_1";"X";"Y"
"1117";"Freddy Rodriguez";"Miranda";2000-01-30;"Banco_1";"X";"Y"
"1118";"Cheyanna Lopez";"Lucero Rubi";2000-01-02;"Banco_1";"X";"Y"
"1119";"Dacia Gutierrez";"Mallory";2000-01-16;"Banco_1";"X";"Y"
"1120";"Victor Estrada";"Vivian";2000-01-20;"Banco_1";"X";"Y"
"1121";"Miriah Ramirez Del Villar";"Candice";2000-01-27;"Banco_1";"X";"Y"
"1122";"Daniel Mercado";"Vanessa";2000-01-17;"Banco_1";"X";"Y"
"1123";"Julian Alcozar";"Jennifer";2000-01-28;"Banco_1";"X";"Y"
"1124";"Marvin Gonzalez";"Marcia";2000-01-22;"Banco_1";"X";"Y"
"1125";"Justin Herrera";"Jessica";2000-01-01;"Banco_1";"X";"Y"
"1126";"Alexandra Vasquez";"Yannah";2000-01-09;"Banco_1";"X";"Y"
"1127";"Eric Leaf";"Dominique";2000-01-30;"Banco_1";"X";"Y"
"1128";"Veronica Valencia";"Ericka";2000-01-02;"Banco_1";"X";"Y"
"1129";"Seanya Ramirez";"Angelique";2000-01-16;"Banco_1";"X";"Y"
"1130";"Wyatt Ocon Alvarez";"Rian";2000-01-20;"Banco_1";"X";"Y"
"1131";"Josselyn Martinez";"Maria";2000-01-27;"Banco_1";"X";"Y"
"1132";"Erica Sanchez Morales";"Miranda";2000-01-17;"Banco_1";"X";"Y"
"1133";"Darian Valadez";"Javonne";2000-01-28;"Banco_1";"X";"Y"
"1134";"Jacob Azpeitia";"Shantice";2000-01-22;"Banco_1";"X";"Y"
"1135";"Dwayne Sierra";"Amber";2000-01-01;"Banco_1";"X";"Y"
"1136";"Isaac Verdugo";"Mercedes";2000-01-09;"Banco_1";"X";"Y"
"1137";"Angela Gallegos";"Emma";2000-01-30;"Banco_1";"X";"Y"
"1138";"Patrick Garcia";"Vanessa";2000-01-02;"Banco_1";"X";"Y"
"1139";"Leslie Huerena Jr";"Jasmine";2000-01-16;"Banco_1";"X";"Y"
"1140";"Eric Durbano";"Evelina";2000-01-20;"Banco_1";"X";"Y"
"1141";"Kristian Huizar";"Alexis";2000-01-27;"Banco_1";"X";"Y"
"1142";"Mario Blanco";"Wendy";2000-01-17;"Banco_1";"X";"Y"
"1143";"Fernando Arguello";"Anna";2000-01-28;"Banco_1";"X";"Y"
"1144";"Ricardo Sandoval";"Guadalupe";2000-01-22;"Banco_1";"X";"Y"
"1145";"Anthony Negrete";"Cecilia";2000-01-01;"Banco_1";"X";"Y"
"1146";"Fernando Madrigal Gaytan";"Sipriana";2000-01-09;"Banco_1";"X";"Y"
"1147";"Anthony Vasquez Torres";"Jacqueline";2000-01-30;"Banco_1";"X";"Y"
"1148";"Margarita Rodriguez";"Shylane";2000-01-02;"Banco_1";"X";"Y"
"1149";"Megan Payen Aguilera";"Rebekah";2000-01-16;"Banco_1";"X";"Y"
"1150";"Jose Gonzalez";"Daija";2000-01-20;"Banco_1";"X";"Y"
"1151";"Breanna Spencer";"Alicia";2000-01-27;"Banco_1";"X";"Y"
"1152";"Alma Salazar";"Stephany";2000-01-17;"Banco_1";"X";"Y"
"1153";"Joshua Martinez";"Azucena";2000-01-28;"Banco_1";"X";"Y"
"1154";"Kathia Limon Hernandez";"Ma Esther";2000-01-22;"Banco_1";"X";"Y"
"1155";"Kyle Escalera Bustos";"Daisy";2000-01-01;"Banco_1";"X";"Y"
"1156";"Paola Mandujano";"Alexandra";2000-01-09;"Banco_1";"X";"Y"
"1157";"Adam Terriquez Rendon";"Alysha";2000-01-30;"Banco_1";"X";"Y"
"1158";"Taylor Ortega";"Brittany";2000-01-02;"Banco_1";"X";"Y"
"1159";"Elijah Tarango";"Evelyn";2000-01-16;"Banco_1";"X";"Y"
"1160";"Alexandra Martinez";"Maria";2000-01-20;"Banco_1";"X";"Y"
"1161";"Ramon Ortiz Lopez";"Janeth";2000-01-27;"Banco_1";"X";"Y"
"1162";"Juan Aragon";"Krystal";2000-01-17;"Banco_1";"X";"Y"
"1163";"Anakaren Lopez";"Brianna";2000-01-28;"Banco_1";"X";"Y"
"1164";"Sage Cabrera";"Alejandra";2000-01-22;"Banco_1";"X";"Y"
"1165";"Analie Rincon";"Cecilia";2000-01-01;"Banco_1";"X";"Y"
"1166";"Amy Lopez Olivares";"Shawnna";2000-01-09;"Banco_1";"X";"Y"
"1167";"Larissa Chavez Ibarra";"Valerie";2000-01-30;"Banco_1";"X";"Y"
"1168";"Noemy Onate";"Ana";2000-01-02;"Banco_1";"X";"Y"
"1169";"Alex Atencio";"Mariah";2000-01-16;"Banco_1";"X";"Y"
"1170";"Gladis Padilla";"Erica";2000-01-20;"Banco_1";"X";"Y"
"1171";"Alan Maes";"Flor";2000-01-27;"Banco_1";"X";"Y"
"1172";"Carlos Guerrero";"Abbey";2000-01-17;"Banco_1";"X";"Y"
"1173";"Bianca Gutierrez Holden";"Veronica";2000-01-28;"Banco_1";"X";"Y"
"1174";"Valeria Perez";"Harleigh";2000-01-22;"Banco_1";"X";"Y"
"1175";"Brian Calix";"Maria";2000-01-01;"Banco_1";"X";"Y"
"1176";"Aaron Hernandez";"Angalissa";2000-01-09;"Banco_1";"X";"Y"
"1177";"Diego Marroquin";"Mallorie";2000-01-30;"Banco_1";"X";"Y"
"1178";"Gerardo Almanza Meza";"Casandra";2000-01-02;"Banco_1";"X";"Y"
"1179";"David Hernandez Hernandez";"Vanessa";2000-01-16;"Banco_1";"X";"Y"
"1180";"Maricela Ortiz Sandoval";"Stephany";2000-01-20;"Banco_1";"X";"Y"
"1181";"Jaqueline Trujillo";"Raquel";2000-01-27;"Banco_1";"X";"Y"
"1182";"Elias Lopez";"Cecelia";2000-01-17;"Banco_1";"X";"Y"
"1183";"Cayla Chairez";"Karen";2000-01-28;"Banco_1";"X";"Y"
"1184";"Stephen Millan";"Nicole";2000-01-22;"Banco_1";"X";"Y"
"1185";"Justin Jacobo";"Tasja";2000-01-01;"Banco_1";"X";"Y"
"1186";"Daniel Rios";"Emma";2000-01-09;"Banco_1";"X";"Y"
"1187";"Isidro Chavez";"Karen";2000-01-30;"Banco_1";"X";"Y"
"1188";"Audriana Amaya";"Grecia";2000-01-02;"Banco_1";"X";"Y"
"1189";"Karla Borrego";"Melissa Marie";2000-01-16;"Banco_1";"X";"Y"
"1190";"Liliana Perez";"Mckayla";2000-01-20;"Banco_1";"X";"Y"
"1191";"Olivia Yanez";"Evelyn";2000-01-27;"Banco_1";"X";"Y"
"1192";"Daisy Mestas";"Lillieanna";2000-01-17;"Banco_1";"X";"Y"
"1193";"Gabriela Candelaria";"Tanahiry";2000-01-28;"Banco_1";"X";"Y"
"1194";"Jose Ochoa";"Nancy";2000-01-22;"Banco_1";"X";"Y"
"1195";"Christian Luna";"Makayla";2000-01-01;"Banco_1";"X";"Y"
"1196";"Kaitlin Holguin Bonilla";"Alicia";2000-01-09;"Banco_1";"X";"Y"
"1197";"Ricardo Vazquez";"Diana";2000-01-30;"Banco_1";"X";"Y"
"1198";"Jesus Shepard Martinez";"Alycia";2000-01-02;"Banco_1";"X";"Y"
"1199";"Seth Diaz";"Marissa";2000-01-16;"Banco_1";"X";"Y"
"1200";"Michelle Maestas";"Aubree";2000-01-20;"Banco_1";"X";"Y"
"1201";"Destinee Marquez";"Gladys";2000-01-27;"Banco_1";"X";"Y"
"1202";"Brendan Sanchez Cardenas";"Yesenia";2000-01-17;"Banco_1";"X";"Y"
"1203";"Omar Gonzalez";"Ariana";2000-01-28;"Banco_1";"X";"Y"
"1204";"Juana Macias";"Deborah";2000-01-22;"Banco_1";"X";"Y"
"1205";"Dylan Montelongo Nunez";"Celina";2000-01-01;"Banco_1";"X";"Y"
"1206";"Lizeth Lefebre";"Alyssa";2000-01-09;"Banco_1";"X";"Y"
"1207";"Angel Johnston";"Aliciagabriela";2000-01-30;"Banco_1";"X";"Y"
"1208";"Maggie Freng";"Alondra";2000-01-02;"Banco_1";"X";"Y"
"1209";"Daniel Perez";"Cameran";2000-01-16;"Banco_1";"X";"Y"
"1210";"Ruby Hernandez";"Celestina";2000-01-20;"Banco_1";"X";"Y"
"1211";"Destiny Carrillo";"Hope";2000-01-27;"Banco_1";"X";"Y"
"1212";"Annet Marquez";"Monserrat";2000-01-17;"Banco_1";"X";"Y"
"1213";"Deven Romero";"Jaya";2000-01-28;"Banco_1";"X";"Y"
"1214";"Monica Abeyta";"Chantel";2000-01-22;"Banco_1";"X";"Y"
"1215";"Dairin Cordova";"Davielna";2000-01-01;"Banco_1";"X";"Y"
"1216";"Sergio Carrera Landeros";"Breanna";2000-01-09;"Banco_1";"X";"Y"
"1217";"Gabriel Medrano";"Brittney";2000-01-30;"Banco_1";"X";"Y"
"1218";"Deidre Marquez";"Breeanna";2000-01-02;"Banco_1";"X";"Y"
"1219";"Martin Gonzales";"Karina";2000-01-16;"Banco_1";"X";"Y"
"1220";"Domingo Flores";"Alexandra";2000-01-20;"Banco_1";"X";"Y"
"1221";"Brandon Hernandez";"Jordon";2000-01-27;"Banco_1";"X";"Y"
"1222";"Ernesto Casas";"Heidy";2000-01-17;"Banco_1";"X";"Y"
"1223";"Alekzandra Manning";"Liliana";2000-01-28;"Banco_1";"X";"Y"
"1224";"Daniel Jimenez Sierra";"Clarisa";2000-01-22;"Banco_1";"X";"Y"
"1225";"Levi Lopez";"Karina";2000-01-01;"Banco_1";"X";"Y"
"1226";"Carmen Vargas";"Samantha";2000-01-09;"Banco_1";"X";"Y"
"1227";"Maria Garza";"Shantalle";2000-01-30;"Banco_1";"X";"Y"
"1228";"Leo Peinado Cabrera";"Rebeca";2000-01-02;"Banco_1";"X";"Y"
"1229";"Aimee Sanchez";"Brenda";2000-01-16;"Banco_1";"X";"Y"
"1230";"Gilbert Gonzalez";"Gabriella";2000-01-20;"Banco_1";"X";"Y"
"1231";"Jose Trujillo";"Lucia";2000-01-27;"Banco_1";"X";"Y"
"1232";"Stephanie Federico";"Martina";2000-01-17;"Banco_1";"X";"Y"
"1233";"Andrew Briceno";"Celina";2000-01-28;"Banco_1";"X";"Y"
"1234";"Oscar Robinson";"Kresta";2000-01-22;"Banco_1";"X";"Y"
"1235";"Lizbeth Henderson";"Jacey";2000-01-01;"Banco_1";"X";"Y"
"1236";"Sergio Gomez";"Leslie";2000-01-09;"Banco_1";"X";"Y"
"1237";"Clariza Garcia";"Alyssa";2000-01-30;"Banco_1";"X";"Y"
"1238";"Jonathan Cloud";"Fernanda";2000-01-02;"Banco_1";"X";"Y"
"1239";"Francisco Diaz";"Julissa";2000-01-16;"Banco_1";"X";"Y"
"1240";"Christopher Castaneda Garcia";"Frida";2000-01-20;"Banco_1";"X";"Y"
"1241";"Gerald Ferreira";"Esperanza";2000-01-27;"Banco_1";"X";"Y"
"1242";"Diana Torrero";"Julianna";2000-01-17;"Banco_1";"X";"Y"
"1243";"Emily Sotelo Vasquez";"Alexzandra";2000-01-28;"Banco_1";"X";"Y"
"1244";"Luis Marquez";"Brittney";2000-01-22;"Banco_1";"X";"Y"
"1245";"Jose Torres";"Johnnie";2000-01-01;"Banco_1";"X";"Y"
"1246";"Mekayla Bousquet";"Jessie";2000-01-09;"Banco_1";"X";"Y"
"1247";"Berenice Tobar";"Viridiana";2000-01-30;"Banco_1";"X";"Y"
"1248";"Albert Torres";"Paola";2000-01-02;"Banco_1";"X";"Y"
"1249";"Michael Trujillo";"Savanah Mae";2000-01-16;"Banco_1";"X";"Y"
"1250";"Jacob Garcia";"Terisa";2000-01-20;"Banco_1";"X";"Y"
"1251";"Daniel Padilla";"Vanessa";2000-01-27;"Banco_1";"X";"Y"
"1252";"Josef Sanchez";"Biviana";2000-01-17;"Banco_1";"X";"Y"
"1253";"Marcelino Gonzalez";"Yesica";2000-01-28;"Banco_1";"X";"Y"
"1254";"Ariel Archuleta";"Josie";2000-01-22;"Banco_1";"X";"Y"
"1255";"Scott Gutierrez";"Bianca";2000-01-01;"Banco_1";"X";"Y"
"1256";"Maribel Aguirre Diaz";"Monica";2000-01-09;"Banco_1";"X";"Y"
"1257";"Andrew Abeyta";"Karla";2000-01-30;"Banco_1";"X";"Y"
"1258";"Carmen Sanchez";"Delfina";2000-01-02;"Banco_1";"X";"Y"
"1259";"Richard Hasan";"Alexandra";2000-01-16;"Banco_1";"X";"Y"
"1260";"Justine Rocha";"Alyssa";2000-01-20;"Banco_1";"X";"Y"
